SC,名称,決算期,決算発表日(本決算),売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),自己資本比率,ROE,ROA,発行済株式数(更新日時点)
4888,ステラファーマ,202503,20250509,961,-90,-137,-140,5417,3207,2859,766,59.2,-5.02,-3.03,35034100
4925,ハーバー研究所,202503,20250509,12061,589,608,576,12344,8927,696,1816,72.3,6.61,4.65,3935000
4951,エステー,202503,20250509,48114,1658,2084,2834,45843,32567,7065,513,71,8.62,6.26,23000000
4960,ケミプロ化成,202503,20250509,9710,402,173,128,13297,4777,2155,5184,35.9,2.71,0.95,16623613
5016,JX金属,202503,20250509,714940,112484,107476,68271,1283002,615297,75000,301259,48,10.99,5.23,928463102
5202,日本板硝子,202503,20250509,840401,11242,-8525,-13831,1032931,108065,116892,522725,10.5,-11.91,-1.36,142319262
5287,イトーヨーギョー,202503,20250509,3402,201,198,349,5859,3696,500,985,63.1,9.86,5.84,3568000
5331,ノリタケ,202503,20250509,138182,10213,14028,12939,198312,149977,15632,6089,75.6,8.71,6.46,56206996
5357,ヨータイ,202503,20250509,29305,3484,3640,2623,41379,32948,2654,170,79.6,8.01,6.25,19594000
5401,日本製鉄,202503,20250509,8695526,547960,524377,350227,10942458,5383311,569519,2507492,49.2,6.89,3.23,5373633760
5446,北越メタル,202503,20250509,28729,668,796,572,26688,17793,1969,2709,66.7,3.29,2.06,3994000
5451,ヨドコウ,202503,20250509,208460,13889,21551,13499,264256,194721,23220,840,73.7,7.03,5.09,156272250
5463,丸一鋼管,202503,20250509,261649,22918,26646,27033,425634,344258,9595,3688,80.9,7.82,6.32,252000000
5541,大平洋金属,202503,20250509,13175,-7368,-1622,-1667,71795,67389,13922,-,93.9,-2.45,-2.29,19577071
5713,住友金属鉱山,202503,20250509,1593348,-15364,31383,16487,3068622,1845737,93242,560303,60.1,0.91,0.54,290814015
5821,平河ヒューテック,202503,20250509,30802,2267,2557,2026,47106,38719,1555,2949,82.2,5.32,4.33,17627800
5831,しずおかフィナンシャルグループ,202503,20250509,341277,91365,102073,74618,15714861,1166859,90000,-,7.4,6.3,0.47,580129069
5902,ホッカンホールディングス,202503,20250509,92419,4503,5196,3262,132323,57489,11086,41592,43.4,5.75,2.45,13469387
5909,コロナ,202503,20250509,85214,1343,1704,1103,102226,76282,7449,-,74.6,1.46,1.07,29342454
5923,高田機工,202503,20250509,18455,235,360,343,31129,20481,5178,6400,65.8,1.66,1.12,6712758
5947,リンナイ,202503,20250509,460319,46005,50323,29691,606586,405846,6484,-,66.9,7.48,5.02,141126771
5958,三洋工業,202503,20250509,29516,2061,2286,1588,29895,20970,1760,665,70.1,7.72,5.22,2960000
5969,ロブテックス,202503,20250509,5708,205,222,77,8611,4841,960,2848,56.2,1.59,0.86,2000000
5984,兼房,202503,20250509,20231,747,707,984,38469,30556,2142,3195,79.4,3.34,2.69,14310000
6073,アサンテ,202503,20250509,14024,1226,1161,687,14346,9730,1161,2355,67.8,6.4,4.51,12348500
6098,リクルートホールディングス,202503,20250509,3557478,490542,527143,408504,2772252,1617583,40000,1011,58.3,22.58,13.81,1472504149
6103,オークマ,202503,20250509,206822,14651,15528,9590,298168,227500,18000,10000,76.3,4.21,3.22,67510308
6145,NITTOKU,202503,20250509,33268,1119,1225,1307,60415,36391,6884,8033,60.2,3.45,2.23,18098923
6245,ヒラノテクシード,202503,20250509,48355,1681,1894,905,61693,38240,1847,6757,62,2.36,1.45,15394379
6249,ゲームカードホールディングス,202503,20250509,37946,9016,9388,6586,67014,58600,5956,-,87.4,11.66,9.93,14681400
6257,藤商事,202503,20250509,34597,3192,3406,2568,53170,46778,3281,-,88,5.73,4.91,22895500
6258,平田機工,202503,20250509,88483,6898,6889,4778,130278,68612,2633,34166,52.7,7.15,3.66,32268270
6282,オイレス工業,202503,20250509,67604,6942,7381,6308,93361,76183,8585,1095,81.6,8.39,6.7,33300505
6315,TOWA,202503,20250509,53479,8880,9400,8121,83228,61386,8969,9490,73.8,13.56,9.49,75157367
6332,月島ホールディングス,202503,20250509,139235,8915,10254,6669,192248,93061,6646,20664,48.4,7.39,3.33,40125800
6342,太平製作所,202503,20250509,7855,907,957,576,10394,6895,750,753,66.3,8.38,5.14,1500000
6357,三精テクノロジーズ,202503,20250509,61861,4797,5293,2995,87807,44918,3251,16745,51.2,6.94,3.55,19332057
6364,AIRMAN,202503,20250509,54827,6918,6888,4812,64204,40867,3416,7914,63.7,12.29,7.98,30165418
6378,木村化工機,202503,20250509,26431,3012,3084,2309,33909,19133,1030,1505,56.4,12.62,6.74,20600000
6381,アネスト岩田,202503,20250509,54411,5903,7139,4276,69202,46854,3354,1004,67.7,9.4,6.32,41745505
6418,日本金銭機械,202503,20250509,37815,4910,4676,3810,49385,32031,2220,10620,64.9,12.56,7.85,29672651
6445,ジャノメ,202503,20250509,36340,2224,2261,1794,49629,34560,11372,1786,69.6,5.22,3.57,18108605
6479,ミネベアミツミ,202503,20250509,1522703,94482,82609,59457,1584814,743452,68259,463597,46.9,8.21,3.96,427080606
6518,三相電機,202503,20250509,16029,69,136,118,18508,11898,915,1366,64.3,1,0.62,4678500
6648,かわでん,202503,20250509,24218,2589,2664,1963,25429,17744,2124,1119,69.8,11.62,8.21,20960000
6666,リバーエレテック,202503,20250509,5698,-75,-60,-79,10789,4497,1681,4729,41.7,-1.77,-0.75,8692652
6675,サクサ,202503,20250509,43971,3243,3404,3502,45203,30764,10836,2744,68.1,11.84,8.08,18734886
6678,テクノメディカ,202503,20250509,9905,1300,1303,1004,17938,14389,1069,-,80.2,7.12,5.68,8760000
6727,ワコム,202503,20250509,115681,10209,10394,5224,70771,30859,4203,12000,43.6,15.63,6.95,135000000
6730,アクセル,202503,20250509,15244,1461,1542,978,15042,12879,1028,-,85.6,7.63,6.39,11211989
6744,能美防災,202503,20250509,133696,15677,16217,11098,166877,128835,13302,150,77.2,8.79,6.84,60832771
6752,パナソニックホールディングス,202503,20250509,8458185,426490,486289,366205,9343191,4694421,259566,1279820,50.2,7.93,3.91,2454530697
6775,TBグループ,202503,20250509,2329,-196,-186,-193,1562,604,1057,545,38.7,-27.53,-12.32,13996942
6777,santec_Holdings,202503,20250509,24026,7429,7887,5067,29527,21428,4978,2717,72.6,25.88,18.31,11961100
6806,ヒロセ電機,202503,20250509,189420,42672,46218,33033,416866,370147,9404,-,88.8,9,8.05,35693969
6836,ぷらっとホーム,202503,20250509,1167,-46,14,12,725,415,100,-,57.2,3.11,1.75,4785000
6919,ケル,202503,20250509,11871,596,585,401,18605,15224,1617,450,81.8,2.62,2.14,7743000
6927,ヘリオステクノホールディング,202503,20250509,9869,900,944,728,21169,16106,2133,50,76.1,4.51,3.46,22806900
6964,サンコー,202503,20250509,16838,546,815,569,22040,15614,3779,-,70.8,3.69,2.6,9000000
6989,北陸電気工業,202503,20250509,43185,2600,2849,2194,43195,22713,5200,8735,52.6,10.25,5.17,8450099
7011,三菱重工業,202503,20250509,5027176,383198,374531,245447,6658924,2346702,265608,1131274,35.2,10.69,3.8,3373647810
7012,川崎重工業,202503,20250509,2129321,143123,107518,88001,3016951,702916,104484,889510,23.3,13.16,3.09,839609000
7183,あんしん保証,202503,20250509,5376,58,173,89,12857,2358,680,600,18.3,3.81,0.74,17976600
7189,西日本フィナンシャルホールディングス,202503,20250509,196415,38294,45537,30982,13582451,547569,50000,-,4,5.52,0.23,146391055
7191,イントラスト,202503,20250509,10572,2329,2345,1360,11261,6956,1049,-,61.8,20.85,13.01,22373222
7213,レシップホールディングス,202503,20250509,25931,3531,3483,2255,20403,10100,1718,1533,49.5,26.56,11.18,15891500
7231,トピー工業,202503,20250509,300610,5300,6246,6387,281751,135278,20983,68171,48,4.65,2.2,24077510
7296,エフ・シー・シー,202503,20250509,256619,17329,20052,15859,246208,184222,4175,3000,74.8,8.58,6.46,52056530
7322,三十三フィナンシャルグループ,202503,20250509,74913,-,11751,8653,4510814,205972,10000,-,4.5,4.13,0.19,104670340
7327,第四北越フィナンシャルグループ,202503,20250509,194646,39850,41112,29349,10977796,478864,30000,-,4.3,6,0.27,275657868
7350,おきなわフィナンシャルグループ,202503,20250509,58756,10479,10486,7941,2979042,153472,20000,-,5.1,5.12,0.27,23016564
7380,十六フィナンシャルグループ,202503,20250509,136301,-,31238,20840,7595477,419129,36000,-,5.5,4.81,0.28,189620670
7443,横浜魚類,202503,20250509,20204,157,181,181,5408,2515,829,500,46.5,7.43,3.29,6290000
7456,松田産業,202503,20250509,468841,12676,13523,9456,168900,99743,3559,32797,59.1,9.91,5.95,26908581
7483,ドウシシャ,202503,20250509,113939,8995,9348,6409,102066,87542,4993,-,85.8,7.55,6.26,37375636
7486,サンリン,202503,20250509,30826,652,1278,821,29069,20898,1512,2954,71.9,4.05,2.89,12300000
7537,丸文,202503,20250509,210837,8958,6344,4272,144765,54523,6214,50360,37.7,8.12,2.68,28051200
7555,大田花き,202503,20250509,3857,276,330,221,8386,5201,551,387,62,4.32,2.51,5500000
7570,橋本総業ホールディングス,202503,20250509,165339,2444,3472,2890,85500,32273,542,15021,37.7,9.11,3.49,21293052
7595,アルゴグラフィックス,202503,20250509,69541,10199,10919,7447,86490,57188,1873,-,66.1,13.88,9.22,80000000
7619,田中商事,202503,20250509,41452,1220,1231,878,29472,14890,1073,4036,50.5,6.04,2.9,8832000
7702,JMS,202503,20250509,69749,872,514,89,81432,40836,7411,22867,50.1,0.22,0.11,24733466
7729,東京精密,202503,20250509,150534,29703,29939,25637,237952,174223,11573,19300,73.2,15.5,11.06,42282881
7735,SCREENホールディングス,202503,20250509,625269,135683,138265,99467,671287,420641,54044,1770,62.7,25.1,14.76,190759972
7844,マーベラス,202503,20250509,27963,1817,1800,818,32903,26144,3611,-,79.5,3.06,2.43,62216400
7863,平賀,202503,20250509,9792,365,437,311,7200,4142,434,591,57.5,7.51,4.1,4015585
7883,サンメッセ,202503,20250509,16436,135,350,332,19711,11829,1236,1580,60,2.78,1.65,17825050
7893,プロネクサス,202503,20250509,30996,208,1681,450,38660,24966,3058,350,64.6,1.78,1.17,27716688
7898,ウッドワン,202503,20250509,65157,1310,537,1777,102106,44637,7324,39929,43.7,4.02,1.74,9841969
7906,ヨネックス,202503,20250509,138276,14176,13964,10591,109551,69202,4706,9101,63.2,16.31,10.55,92870800
7937,ツツミ,202503,20250509,24835,2410,2509,1986,69637,67800,13098,-,97.4,2.95,2.86,15630000
7939,研創,202503,20250509,5868,264,257,175,5554,3266,664,1397,58.8,5.46,3.09,4022774
7940,ウェーブロックホールディングス,202503,20250509,25566,405,697,520,29186,16618,2185,5398,56.9,3.18,1.8,11120538
7979,松風,202503,20250509,38698,5392,5523,4317,49994,42597,5968,-,85.2,10.27,8.63,35788178
8043,スターゼン,202503,20250509,436112,9046,10661,12197,171916,88744,11658,41911,51.6,14.63,7.32,58567656
8059,第一実業,202503,20250509,221755,13103,13597,8841,171373,79688,5105,2220,46.5,11.56,4.84,32759200
8078,阪和興業,202503,20250509,2554514,61532,59746,45482,1165805,383056,45651,377640,32.9,12.39,3.9,211663200
8091,ニチモウ,202503,20250509,133900,3002,3601,2666,83098,30212,6354,31257,36.4,9.11,3.25,9008800
8098,稲畑産業,202503,20250509,837838,25824,26134,19833,441972,208155,9364,73632,47.1,9.71,4.56,53714127
8138,三京化成,202503,20250509,27117,464,587,629,16178,8712,1716,720,53.9,6.67,3.7,1145500
8139,ナガホリ,202503,20250509,22891,723,650,406,26243,12999,5323,10401,49.5,3.16,1.57,16773376
8160,木曽路,202503,20250509,53229,2708,2754,3166,46781,30341,12648,7478,64.9,10.92,6.83,28543889
8163,SRSホールディングス,202503,20250509,67478,2678,2539,925,45944,16495,11077,16659,35.9,5.74,2.27,41470184
8207,テンアライド,202503,20250509,11887,232,229,145,7541,2889,50,2152,38.3,5.16,1.84,40460727
8214,AOKIホールディングス,202503,20250509,192688,15646,14782,9574,232976,141842,23282,35989,60.9,6.87,4.08,86649504
8281,ゼビオホールディングス,202503,20250509,250603,7006,7618,971,203959,121325,15935,3449,59.5,0.79,0.47,47911023
8336,武蔵野銀行,202503,20250509,84084,-,18100,13146,5474957,267919,45743,-,4.8,4.85,0.24,100216368
8338,筑波銀行,202503,20250509,41126,-,4476,4103,2889878,91745,48868,-,3.1,4.34,0.14,82553721
8341,七十七銀行,202503,20250509,171553,38680,56273,39270,10422756,573945,24658,-,5.5,6.68,0.38,229967238
8346,東邦銀行,202503,20250509,70443,11450,11197,7445,6653240,197234,23519,-,2.9,3.69,0.11,252500000
8359,八十二長野銀行,202503,20250509,254193,-,63838,47982,13515316,963361,52243,-,7.1,4.62,0.34,493767424
8361,大垣共立銀行,202503,20250509,131360,14729,20792,14718,6541899,318403,46773,-,4.8,4.48,0.22,41281897
8362,福井銀行,202503,20250509,64366,9807,8701,7166,4286795,136379,17965,-,3.1,5.27,0.17,24144669
8364,清水銀行,202503,20250509,29143,1414,2300,1861,1807263,71536,10816,-,4,2.48,0.1,11641318
8365,富山銀行,202503,20250509,9675,777,1291,954,548418,28447,6730,-,5.1,3.24,0.17,5444400
8366,滋賀銀行,202503,20250509,133109,15067,18949,18720,7528217,444811,33076,-,5.9,4,0.24,240450405
8368,百五銀行,202503,20250509,124491,22779,25704,18042,7433220,435312,20000,-,5.9,3.87,0.23,254119000
8387,四国銀行,202503,20250509,53833,-,10281,6813,3375148,160030,25000,-,4.7,4.15,0.2,42400000
8388,阿波銀行,202503,20250509,78964,17339,17861,13202,4024901,334216,23452,-,8.3,3.96,0.33,40000000
8393,宮崎銀行,202503,20250509,80192,14091,13947,9784,4071776,189449,14697,-,4.6,5.16,0.24,85667000
8416,高知銀行,202503,20250509,23479,-,1224,860,1153492,50674,15444,-,4.3,1.57,0.07,10244800
8424,芙蓉総合リース,202503,20250509,678395,64760,69036,45277,3567110,475366,10532,2799398,13.3,9.98,1.3,90863430
8537,大光銀行,202503,20250509,22436,5545,3891,2495,1678812,74808,10000,-,4.4,3.28,0.15,9671400
8550,栃木銀行,202503,20250509,45087,-,-23641,-22328,3333907,151489,27408,-,4.5,-14.8,-0.67,109608000
8698,マネックスグループ,202503,20250509,73814,-5631,-4626,-5067,709641,123984,13144,43821,17.5,-3.96,-0.69,251647100
8715,アニコムホールディングス,202503,20250509,67683,-,4941,3246,72494,28215,8202,-,38.9,11.17,4.68,74939160
8742,小林洋行,202503,20250509,4680,181,255,239,20878,9767,2000,70,46.8,2.48,1.21,12554379
8801,三井不動産,202503,20250509,2625363,372732,290262,248799,9859856,3146837,341800,4416084,31.9,7.95,2.57,2755914511
8835,太平洋興発,202503,20250509,42076,857,566,382,47742,15662,4244,17309,32.8,2.43,0.83,7783448
8848,レオパレス21,202503,20250509,431831,29231,26936,17861,216625,81270,100,30000,37.5,24.61,8.47,334415678
8877,エスリード,202503,20250509,94765,14548,13748,9330,227029,73460,1983,139646,32.4,13.3,4.71,15465600
8881,日神グループホールディングス,202503,20250509,76235,3447,3069,2057,133300,68265,10111,44013,51.2,3.04,1.61,46951260
8934,サンフロンティア不動産,202503,20250509,103174,21279,20446,14163,218190,102160,11965,92458,46.8,14.7,6.96,57407314
9025,鴻池運輸,202503,20250509,344987,21385,21295,14050,289702,146776,1723,57398,50.7,10.03,4.96,56952442
9031,西日本鉄道,202503,20250509,443495,26655,28739,20810,782126,249033,26157,366160,31.8,8.71,2.76,79360186
9037,ハマキョウレックス,202503,20250509,146668,13213,14279,8931,159446,89559,6547,24340,56.2,10.3,5.68,76048000
9045,京阪ホールディングス,202503,20250509,313546,42071,40905,28266,859860,307233,51466,371199,35.7,9.33,3.36,106816403
9049,京福電気鉄道,202503,20250509,14459,2302,2325,1736,25253,12429,1000,6276,49.2,15,7.2,2000000
9057,遠州トラック,202503,20250509,48631,3239,3312,2390,40078,23204,1284,9384,57.9,10.68,6.02,7546000
9083,神姫バス,202503,20250509,52954,3474,3729,2471,67073,49463,3140,2933,73.7,5.1,3.8,12344000
9130,共栄タンカー,202503,20250509,15160,1372,1030,5111,77291,25059,2850,45543,32.4,23.01,6.92,7650000
9142,九州旅客鉄道,202503,20250509,454393,58976,59571,43657,1140509,456507,16000,423320,40,9.72,3.92,154649000
9171,栗林商船,202503,20250509,53071,2705,3302,2013,80273,29992,1215,15446,37.4,7.13,2.54,12739696
9227,マイクロ波化学,202503,20250509,1608,187,182,161,2124,1064,2871,381,50.1,16.77,8.01,15904500
9302,三井倉庫ホールディングス,202503,20250509,280742,17831,18037,10040,280374,117179,11282,81606,41.8,8.84,3.69,77991106
9303,住友倉庫,202503,20250509,193398,13275,17497,20065,439847,263759,14922,79410,60,7.73,4.58,76614215
9348,ispace,202503,20250509,4743,-9795,-11334,-11945,27189,6898,11542,16096,25.4,-143.54,-44.06,146209683
9513,電源開発,202503,20250509,1316674,138310,140095,92469,3668740,1336035,180502,1879000,36.4,7.25,2.59,183051100
9729,トーカイ,202503,20250509,149542,8205,8838,4733,113951,85189,8108,1932,74.8,5.52,4.14,33092146
9760,進学会ホールディングス,202503,20250509,6245,-434,-473,-562,23632,9320,3984,7035,39.4,-5.83,-2.4,20031000
9828,Genki_Global_Dining_Concepts,202503,20250509,67472,6792,6941,4960,34814,17060,100,2011,49,32.42,14.68,17765816
9832,オートバックスセブン,202503,20250509,249525,12126,12516,8132,228170,131808,33998,34977,57.8,6.24,3.84,82050105
9853,銀座ルノアール,202503,20250509,7799,82,128,-76,5893,3061,100,1883,51.9,-2.44,-1.25,6252004
9885,シャルレ,202503,20250509,11548,-961,-934,-1012,19260,16852,100,11,87.5,-5.75,-4.98,16086250
9908,日本電計,202503,20250509,121235,4738,4734,2973,73996,29846,1159,14866,40.3,10.39,4.25,11818507
1787,ナカボーテック,202503,20250508,14725,1457,1502,1047,12146,8730,866,-,71.9,12.3,8.92,2602500
2136,ヒップ,202503,20250508,5969,565,564,413,5904,3979,377,400,67.4,10.6,6.86,3975300
2226,湖池屋,202503,20250508,59383,4019,4017,2590,39055,19075,2269,5211,48.8,14.32,6.87,10670000
2393,日本ケアサプライ,202503,20250508,32006,2459,2485,1792,26712,17509,2897,2256,65.5,10.53,6.88,16237693
2395,新日本科学,202503,20250508,32413,2985,6450,4924,92416,40023,9679,34048,43.3,13.28,5.84,41632400
2613,J-オイルミルズ,202503,20250508,230783,8572,10031,6996,170164,105814,10000,24240,62.2,6.75,4.02,33508446
2810,ハウス食品グループ本社,202503,20250508,315418,20004,21388,12493,435074,292823,9948,14408,67.3,4.27,2.88,98498416
2897,日清食品ホールディングス,202503,20250508,776594,74369,76798,55019,848461,475529,25122,115559,56,11.36,6.63,297584500
3157,ジオリーブグループ,202503,20250508,176115,1921,2779,1601,89473,23228,850,13647,26,7.01,1.93,13767052
3232,三重交通グループホールディングス,202503,20250508,103849,8415,8514,6058,181613,62833,3000,79108,34.6,9.94,3.34,107301583
3580,小松マテーレ,202503,20250508,39526,2181,2838,2934,53026,39559,4680,-,74.6,7.58,5.7,39240999
3771,システムリサーチ,202503,20250508,25931,2997,3066,2194,17526,11811,550,1296,67.4,19.66,13.03,16720000
3837,アドソル日進,202503,20250508,15463,1710,1766,1209,9885,6900,575,-,69.8,17.21,12.04,17289930
3937,Ubicomホールディングス,202503,20250508,6340,1315,1341,858,7870,5537,922,100,70.4,16.77,11.63,12249920
